,1st flr sf,2nd flr sf,bedroom abvgr,bldg type,bsmt full bath,bsmt half bath,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fireplaces,full bath,functional,garage cars,gr liv area,half bath,heating,heating qc,id,kitchen abvgr,kitchen qual,land contour,land slope,lot area,lot config,lot shape,ms subclass,ms zoning,open porch sf,overall cond,overall qual,paved drive,roof matl,roof style,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,baths,overall,outside area,condition,exter_net_quality,exterior cover,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,house style_1.5unf,house style_1story,house style_2.5fin,house style_2.5unf,house style_2story,house style_sfoyer,house style_slvl
1230,1098,866,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1964,1,0,1,1031,1,1,Lvl,0,10480,Inside,0,60,0,69,6,7,0,0,1,205000.0,0,0,8,803.0,0,0,1976,1976,3.0,42,69,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1231,1321,0,1,1,1.0,0.0,0,1,1,0,140,1,1,1,1,1,1,0,2.0,1321,0,0,1,1635,1,1,HLS,0,5118,Inside,0,120,0,64,5,8,0,0,1,212000.0,0,0,4,1312.0,0,0,1990,1990,2.0,40,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1232,1646,0,2,1,1.0,1.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1646,0,0,1,309,1,1,HLS,1,3811,Corner,0,120,0,53,5,8,0,0,1,246000.0,155,0,5,1594.0,0,128,2004,2005,4.0,40,336,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1233,1260,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1260,0,0,1,1020,1,1,Lvl,0,10825,Inside,0,20,0,0,7,7,0,0,1,181900.0,0,0,6,1260.0,0,152,1983,1983,3.0,49,152,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1234,926,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,1316,0,0,1,178,1,1,Lvl,0,5500,Corner,0,50,0,0,7,5,0,0,1,130000.0,0,0,6,926.0,0,0,1929,2001,2.0,35,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,768,664,2,0,0.0,0.0,0,1,1,0,112,1,1,1,1,0,2,0,2.0,1432,0,0,1,1975,1,1,Lvl,0,9600,Inside,0,70,0,0,7,5,0,0,1,132000.0,0,0,7,264.0,0,270,1910,2002,2.0,35,270,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1236,1029,929,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1958,1,0,1,2096,1,1,Lvl,0,9317,Inside,0,60,0,93,5,7,0,0,1,220000.0,0,0,7,779.0,0,202,1994,2001,4.0,35,295,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1237,1788,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1788,0,0,1,865,1,1,Lvl,0,11838,Inside,0,20,0,151,5,8,0,0,1,236500.0,0,0,7,1753.0,0,202,2001,2001,2.0,40,353,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1238,832,1103,3,0,1.0,0.0,0,0,1,0,0,1,1,1,1,0,2,0,2.0,1935,1,0,1,385,1,1,Lvl,0,8004,Inside,0,60,0,150,5,8,0,0,1,263435.0,0,0,8,832.0,0,0,2009,2009,4.0,40,150,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1239,1272,0,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,1,2.0,1969,0,0,1,1362,1,1,Bnk,0,6876,Inside,0,50,0,34,6,6,0,0,1,141000.0,0,0,9,1272.0,0,0,1938,1958,2.0,36,34,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,847,1139,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1986,1,0,1,1091,1,1,Lvl,0,8396,Inside,0,60,0,48,5,7,0,0,1,213000.0,0,0,9,847.0,0,120,2003,2003,3.0,35,168,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1241,1214,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1214,0,0,1,317,1,1,Lvl,0,9803,Inside,0,20,0,25,5,7,0,0,1,179781.0,0,0,6,1214.0,0,0,2009,2010,2.0,35,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1242,1342,0,2,1,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1342,0,0,1,1076,1,1,Lvl,0,6240,Inside,0,120,0,35,5,8,0,0,1,234250.0,0,0,6,1342.0,0,0,2006,2007,3.0,40,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1243,2898,0,2,0,1.0,0.0,0,1,1,0,174,1,1,1,1,1,2,0,2.0,2898,0,0,1,1573,1,1,Lvl,0,15498,Corner,0,20,0,72,6,8,0,1,1,287000.0,0,0,10,1565.0,0,0,1976,1976,3.0,48,72,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1244,878,1126,4,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,2004,1,0,1,485,1,1,Lvl,0,12891,Corner,0,60,0,48,5,8,0,0,1,257500.0,0,0,8,870.0,0,0,2002,2002,4.0,40,48,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1245,986,0,2,0,0.0,0.0,1,1,1,0,0,1,1,1,1,1,1,0,1.0,986,0,0,1,2021,1,1,Lvl,0,6180,Corner,0,30,0,128,5,6,0,0,1,102000.0,0,0,5,960.0,0,0,1926,1950,1.0,30,128,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1246,1108,0,3,0,0.0,0.0,0,1,1,1,205,1,1,1,1,1,1,0,1.0,1108,0,0,1,2032,1,1,Bnk,0,7449,Inside,0,45,0,0,7,7,1,0,1,139400.0,0,0,6,637.0,0,0,1930,1950,1.0,49,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1247,694,520,3,0,0.0,0.0,0,1,1,0,160,1,1,1,1,0,1,0,3.0,1214,0,0,1,2604,1,1,Lvl,0,10410,Corner,0,50,0,0,4,3,0,0,1,105000.0,0,0,6,672.0,0,216,1915,1950,1.0,12,216,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1248,2217,0,4,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,2217,0,0,1,1615,1,1,Lvl,1,15865,Inside,0,20,0,207,6,8,0,1,0,268000.0,224,0,8,2217.0,0,81,1970,1970,3.0,48,512,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1249,1575,626,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,2201,0,0,1,2736,1,1,Lvl,0,19690,CulDSac,0,80,0,236,7,6,0,1,0,274970.0,0,0,8,697.0,0,586,1966,1966,2.0,42,822,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1250,1220,0,2,1,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1220,0,0,1,473,1,1,Lvl,0,3182,Inside,0,120,0,16,5,7,0,0,1,180000.0,0,0,5,1220.0,0,100,2005,2006,2.0,35,116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1251,689,689,3,0,0.0,0.0,0,1,1,0,116,1,1,1,1,1,2,0,2.0,1378,0,0,1,1316,1,1,Lvl,0,9600,Inside,0,70,0,0,9,7,1,0,1,161000.0,0,0,7,689.0,0,0,1928,2005,2.0,63,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1252,930,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,930,0,0,1,244,1,1,Low,0,11100,Inside,0,20,0,0,7,4,0,0,1,84900.0,0,0,6,0.0,0,0,1946,2006,1.0,28,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1253,988,0,2,1,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,988,0,0,1,152,1,1,Lvl,0,13587,Inside,0,190,0,0,5,5,0,0,1,119000.0,0,0,5,988.0,0,0,1958,1958,2.0,25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1254,1964,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,1964,1,0,1,1588,1,1,Lvl,0,11447,Inside,0,20,0,265,5,8,0,0,1,370000.0,0,0,7,1964.0,0,0,2005,2006,4.0,40,265,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1255,1270,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1270,0,0,1,2111,1,1,Lvl,0,7242,Inside,0,20,0,96,5,7,0,0,1,175900.0,0,0,6,1270.0,0,0,2005,2006,2.0,35,96,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1256,1120,1120,6,1,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,2240,0,0,1,813,2,1,Lvl,0,7018,Inside,0,90,0,0,5,5,0,0,1,142953.0,0,0,12,0.0,0,154,1979,1979,2.0,25,154,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1257,1494,0,1,1,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,2.0,1494,1,0,1,1854,1,1,Lvl,0,9466,FR2,1,120,0,30,5,8,0,0,1,279700.0,217,0,5,1494.0,0,0,1994,1995,3.0,40,247,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1258,1364,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,1.0,1364,1,0,1,2575,1,1,Lvl,0,8400,Corner,0,20,0,60,5,5,0,0,1,132000.0,0,0,6,1179.0,0,0,1957,1957,2.0,25,60,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1259,1476,677,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,2,2,0,3.0,2153,1,0,1,867,1,1,Lvl,0,11050,Inside,0,60,0,142,5,9,0,0,1,313000.0,0,0,8,1440.0,0,253,2000,2000,4.0,45,395,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1260,897,439,3,0,0.0,0.0,0,1,1,0,120,1,1,1,1,0,1,0,1.0,1336,1,0,1,2879,1,1,Low,1,11040,Inside,0,50,1,47,6,4,0,0,1,108000.0,0,0,7,637.0,0,0,1920,1950,2.0,24,47,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1261,760,896,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1656,1,0,1,1494,1,1,Lvl,0,6931,Inside,0,60,0,128,5,7,0,0,1,165400.0,0,0,7,746.0,0,178,2003,2004,3.0,35,306,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1262,795,704,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1499,1,0,1,2771,1,1,Lvl,0,12438,Inside,0,60,0,91,5,6,0,0,1,187000.0,0,0,6,781.0,0,413,1995,1995,3.0,30,504,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1263,1490,1304,4,0,1.0,0.0,0,1,1,0,202,1,1,1,1,1,2,0,3.0,2794,1,0,1,496,1,1,Lvl,0,15138,Inside,0,60,0,146,5,8,0,0,1,403000.0,0,0,9,1462.0,0,0,1995,1996,4.0,40,146,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1264,1118,912,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,2030,1,0,1,1651,1,1,Lvl,0,12046,Inside,0,60,0,224,6,6,0,0,1,195000.0,0,0,8,848.0,0,0,1976,1976,3.0,36,224,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1265,1254,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,2.0,1254,0,0,1,1913,1,1,Lvl,0,9600,Inside,0,80,0,0,5,6,0,0,1,158500.0,168,0,6,1218.0,0,0,1961,1961,2.0,30,168,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1266,1091,898,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1989,1,0,1,2790,1,1,Lvl,0,11367,Corner,0,60,0,60,5,8,0,0,1,255000.0,0,0,7,1065.0,0,199,2002,2002,4.0,40,259,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1267,1898,0,3,0,0.0,0.0,0,1,1,1,224,1,1,1,1,2,2,0,2.0,1898,1,0,1,1541,1,1,Lvl,0,26073,CulDSac,0,20,0,51,5,5,0,0,1,236500.0,0,0,7,1898.0,0,0,1956,1956,3.0,25,51,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1268,988,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,988,0,0,1,1684,1,1,Lvl,0,7150,Inside,0,20,0,0,6,5,0,0,1,129250.0,0,0,5,988.0,0,0,1966,1966,2.0,30,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1269,1801,0,1,0,1.0,0.0,0,1,1,0,0,1,1,1,1,2,2,0,2.0,1801,0,0,1,301,1,1,Lvl,0,15602,Inside,0,20,0,54,8,7,0,0,1,289000.0,161,0,6,1501.0,0,0,1959,1997,3.0,56,215,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1270,936,936,4,1,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1872,2,0,1,1569,2,1,Lvl,0,10260,Inside,0,90,0,0,4,5,0,0,1,100000.0,0,0,8,0.0,0,0,1976,1976,4.0,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1271,1531,908,4,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,2439,1,0,1,2153,1,1,Lvl,0,12728,Inside,0,60,0,121,5,8,0,0,1,275000.0,0,0,7,1531.0,0,184,2001,2001,4.0,40,305,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1272,886,878,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1764,1,0,1,1467,1,1,Lvl,0,11690,Inside,0,60,0,29,5,8,0,0,1,207000.0,0,0,7,850.0,0,120,1999,2000,3.0,40,149,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1273,1200,0,1,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,1200,1,0,1,2540,1,1,Lvl,0,9230,Corner,0,20,0,64,8,5,0,0,1,146000.0,0,0,6,864.0,0,0,1965,1998,3.0,40,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1274,494,536,3,1,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,1030,1,0,1,2368,1,1,Lvl,0,1890,Inside,0,160,0,0,7,6,0,0,1,116000.0,0,0,6,494.0,0,0,1972,1972,2.0,42,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1275,1057,977,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,2034,1,0,1,874,1,1,Lvl,0,9375,Inside,0,60,0,36,5,7,0,0,1,219500.0,0,0,8,1057.0,0,576,1997,1998,4.0,35,612,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1276,1405,0,2,1,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1405,0,0,1,463,1,1,Lvl,0,3480,Inside,0,120,0,36,5,7,0,0,1,173000.0,0,0,6,1405.0,0,148,2003,2003,2.0,35,184,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1277,1229,0,3,0,0.0,0.0,0,1,1,1,0,1,1,1,1,0,1,0,1.0,1229,0,0,1,784,1,1,Lvl,0,17140,Inside,0,20,0,0,6,4,0,0,1,135000.0,0,0,6,1134.0,0,0,1956,1956,1.0,24,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1278,992,940,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1932,1,0,1,2149,1,1,Lvl,0,8749,Inside,0,60,0,120,5,7,0,0,1,213000.0,0,0,7,979.0,0,0,2003,2003,4.0,35,120,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1279,1299,0,3,0,0.0,0.0,0,1,1,0,280,1,1,1,1,1,1,0,2.0,1299,0,0,1,2069,1,1,Lvl,0,11375,Inside,0,20,0,0,5,6,0,0,1,150000.0,0,0,6,967.0,0,81,1954,1995,1.0,30,81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1280,1402,0,2,1,0.0,2.0,0,1,1,0,0,1,1,1,1,1,0,0,3.0,1402,2,0,1,1743,1,1,Lvl,0,3922,Inside,0,120,0,16,5,7,0,0,1,194201.0,0,0,7,1258.0,0,120,2006,2007,4.0,35,136,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1281,1504,0,1,1,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1504,0,0,1,472,1,1,Lvl,0,3182,Inside,0,120,0,0,5,7,0,0,1,181000.0,0,0,7,1346.0,0,156,2005,2006,2.0,35,156,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1282,1442,0,4,0,0.0,0.0,0,1,1,0,275,1,1,1,1,0,1,0,1.0,1442,1,0,1,1921,1,1,Lvl,0,9750,Inside,0,20,0,0,6,6,0,0,1,157900.0,0,0,7,1442.0,0,0,1958,1958,2.0,36,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1283,951,828,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1779,1,0,1,2778,1,1,Lvl,0,13426,Corner,0,60,0,107,5,7,0,0,1,217000.0,0,0,7,951.0,0,208,1999,2000,4.0,35,315,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1284,1082,871,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,1953,1,0,1,526,1,1,Lvl,0,10574,Inside,0,60,0,50,5,8,0,0,1,252000.0,0,0,9,1082.0,0,160,2005,2006,3.0,40,210,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1285,872,1037,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1909,1,0,1,2795,1,1,Lvl,0,8726,Inside,0,60,0,108,5,7,0,0,1,197000.0,0,0,8,872.0,0,0,2002,2002,3.0,35,108,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1286,868,762,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1630,1,0,1,478,1,1,Lvl,0,7984,Inside,0,60,0,48,5,7,0,0,1,189500.0,0,0,7,868.0,0,120,2004,2005,3.0,35,168,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1287,686,564,3,0,0.0,1.0,0,1,1,0,96,1,1,1,1,0,1,0,1.0,1250,1,1,1,2841,1,0,Lvl,0,8248,Inside,0,50,0,0,7,5,1,0,1,116000.0,0,0,7,686.0,0,207,1918,1950,3.0,35,207,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,1328,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,2,1,0,2.0,1328,1,0,1,119,1,1,Lvl,0,9790,Inside,0,20,0,26,5,6,0,0,1,143000.0,0,0,6,1328.0,0,0,1963,1963,3.0,30,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1289,988,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,988,0,0,1,1960,1,1,Lvl,0,7200,Inside,0,20,0,80,7,5,0,0,1,119000.0,0,0,6,876.0,0,0,1950,1950,1.0,35,80,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1290,854,424,4,0,0.0,0.0,0,1,1,1,0,1,1,1,1,0,1,0,1.0,1278,0,0,0,1277,1,1,Lvl,0,7200,Inside,0,50,0,0,5,6,0,0,1,127500.0,0,0,6,854.0,0,0,1954,1954,1.0,30,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1291,858,858,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1716,1,0,1,2466,1,1,Lvl,0,8125,Inside,0,60,0,53,5,6,0,0,1,200825.0,0,0,7,858.0,0,0,2005,2005,3.0,30,53,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
